QuestionText,Category,Answer
"['يمكن', 'يحسن', 'استخدام', 'التكنولوجيا', 'الإنتاجية']",التكنولوجيا,"['يمكن', 'يحسن', 'استخدام', 'التكنولوجيا', 'الإنتاجية', 'العمل', 'خلال', 'أتمتة', 'المهام', 'الروتينية', 'وتسهيل', 'التواصل']"
"['يمكن', 'للروبوتات', 'تحل', 'محل', 'البشر', 'مجالات', 'العمل']",التكنولوجيا,"['المحتمل', 'تحل', 'الروبوتات', 'محل', 'البشر', 'مجالات', 'العمل', 'الإبداعية', 'لأنها', 'تفتقر', 'الخيال', 'والإبداع', 'البشري']"
"['يمكن', 'تسهم', 'الفنون', 'تعزيز', 'الحوار']",الثقافة,"['يمكن', 'تسهم', 'الفنون', 'تعزيز', 'الحوار', 'الثقافات', 'خلال', 'التعبير', 'القيم', 'الإنسانية', 'المشتركة', 'وفتح', 'مجالات', 'للتفاعل', 'الثقافي']"
"['يمكن', 'للذكاء', 'الاصطناعي', 'يحل', 'محل', 'البشر']",التكنولوجيا,"['الذكاء', 'الاصطناعي', 'يحل', 'محل', 'البشر', 'لكنه', 'يتمكن', 'أداء', 'الوظائف', 'تتطلب', 'الإبداع', 'والتفاعل', 'البشري']"
"['يمكن', 'للبشرية', 'التعايش', 'الذكاء', 'الاصطناعي', 'بدون']",التكنولوجيا,"['التعايش', 'الذكاء', 'الاصطناعي', 'يعتمد', 'كيفية', 'التعامل', 'القضايا', 'الأخلاقية', 'والأمنية', 'والتكنولوجية']"
"['يمكن', 'الاستغناء', 'الطاقة', 'النووية']",البيئة والطاقة,"['يكون', 'الممكن', 'الاستغناء', 'الطاقة', 'النووية', 'المستقبل', 'تم', 'تطوير', 'مصادر', 'الطاقة', 'المتجددة', 'بشكل', 'كاف']"
"['يمكن', 'تحقيق', 'التوازن', 'التطور', 'الصناعي', 'والحفاظ']",البيئة والطاقة,"['يمكن', 'تحقيق', 'التوازن', 'التطور', 'الصناعي', 'والحفاظ', 'البيئة', 'خلال', 'تبني', 'ممارسات', 'صناعية', 'مستدامة', 'وتقنيات', 'حديثة']"
"['يمكن', 'للذكاء', 'الاصطناعي', 'يحل', 'محل', 'البشر']",التكنولوجيا,"['يمكن', 'للذكاء', 'الاصطناعي', 'يحل', 'محل', 'البشر', 'تعتمد', 'المهام', 'الروتينية', 'والمتكررة']"
"['يمكن', 'الاعتماد', 'الطاقة', 'الشمسية', 'كمصدر', 'رئيسي']",البيئة والطاقة,"['يمكن', 'الاعتماد', 'الطاقة', 'الشمسية', 'كمصدر', 'رئيسي', 'للطاقة', 'المستقبل', 'تحسين', 'التكنولوجيا', 'وزيادة', 'كفاءتها']"
"['يمكن', 'تحقيق', 'الاستدامة', 'البيئية', 'بدون', 'تكنولوجيا']",البيئة والطاقة,"['يمكن', 'تحقيق', 'جوانب', 'الاستدامة', 'البيئية', 'بدون', 'تكنولوجيا', 'التكنولوجيا', 'تلعب', 'دورا', 'حاسما', 'تحقيق', 'الاستدامة', 'الكاملة']"
"['يمكن', 'استخدام', 'الطاقة', 'النووية', 'بشكل']",البيئة والطاقة,"['يمكن', 'استخدام', 'الطاقة', 'النووية', 'بشكل', 'آمن', 'تم', 'اتباع', 'إجراءات', 'السلامة', 'الصارمة', 'ومراقبة', 'التشغيل', 'المستمرة']"
"['يتجمد', 'أسرع', 'الماء', 'الساخن']",العلوم,"['يتجمد', 'الماء', 'الساخن', 'أسرع', 'الماء', 'البارد', 'وهي', 'ظاهرة', 'تعرف', 'ب', 'تأثير', 'مبمبا', 'والسبب', 'الدقيق', 'لهذه', 'الظاهرة', 'يزال', 'مؤكد', 'بالكامل', 'ويعتمد', 'عدة', 'عوامل', 'التبخر', 'والتوصيل', 'الحراري']"
"['استنتج', 'المخاطر', 'يواجهها', 'القطاع', 'الزراعي', 'الأردن']",السياسة والقانون,"['يعتبر', 'القطاع', 'الزراعي', 'القطاعات', 'المهمة', 'وتلعب', 'الزراعة', 'دورا', 'هاما', 'المنظومة', 'الاقتصادية', 'والاجتماعية', 'للمجتمعات', 'الريفية', 'ترتبط', 'ارتباطا', 'وثيقا', 'بجهود', 'المحافظة', 'البيئة', 'الطبيعية', 'واستمراريتها', 'يواجه', 'القطاع', 'الزراعي', 'الأردن', 'مشاكل', 'وتحديات', 'متمثلة', 'توالي', 'سنوات', 'تذبذب', 'قلة', 'الأراضي', 'ندرة', 'الموارد', 'والمخاطر', 'المختلفة', 'يساهم', 'القطاع', 'الزراعي', 'نسبته', 'الناتج', 'المحلي', 'الإجمالي', 'ويعمل', 'مجموع', 'القوى', 'وتشكل', 'الصادرات', 'الزراعية', 'مجموع', 'صادرات', 'يذهب', 'الأسواق', 'العربية', 'حقق', 'الأردن', 'الاكتفاء', 'الذاتي', 'عدد', 'المنتجات', 'الزراعية', 'كزيت', 'الكثير', 'المنتجات', 'الغذائية', 'الأساسية', 'كأنواع', 'القمح', 'ومشتقات', 'الحليب', 'والسكر', 'اللحوم', 'الحمراء', 'والخضراوات', 'تستورد', 'الخارج', 'نمت', 'الصادرات', 'المنتجات', 'الزراعية', 'بنسبة', 'عام', '2005', 'مقارنة', 'قيمته', 'عام', '2004', 'أهم', 'الصادرات', 'الزراعية', 'الزيوت', 'والسجائر', 'أهم', 'الدول', 'المستوردة', 'الإمارات', 'العربية', 'وسوريا']"
"['استنتج', 'التحديات', 'يواجهها', 'الأردن', 'معادلة', 'السكان', 'وموارد', 'المياه']",السياسة والقانون,"['ويواجه', 'الأردن', 'اختلالا', 'معادلة', 'السكان', 'وموارد', 'المياه']"
"['استنتج', 'الوسائل', 'الغربية', 'لتشويه', 'التاريخ', 'الإسلامي']",التاريخ,"['إعادة', 'النظر', 'مناهج', 'تدريس', 'التاريخ', 'تشويه', 'الآباء', 'الروحانيين', 'والقياديين', 'تضعيف', 'دراسة', 'التاريخ', 'إبراز', 'دور', 'الفرق', 'الضالة', 'وجعلها', 'صورة', 'الإسلام']"
"['استنتج', 'الأهمية', 'يمثلها', 'التاريخ', 'الإسلامي', 'للمسلمين']",التاريخ,"['التاريخ', 'الإسلامي', 'الإسلام', 'منفذا', 'أرض', 'منزلا', 'حياة', 'الناس', 'فهو', 'حقيقة', 'الأمر', 'حركة', 'الأمة', 'التي', 'رباها', 'النبي', 'محمد', 'وحركة', 'الإسلام', 'بالأمة']"
"['استنتج', 'الأهمية', 'الاقتصادية', 'لفتح', 'بلاد', 'فارس']",التاريخ,"['تم', 'الاستيلاء', 'كنوز', 'كسرى', 'وفتحت', 'بقية', 'البلاد', 'عائق']"
"['استنتج', 'الأهمية', 'الاقتصادية', 'لفتح', 'بلاد', 'فارس']",التاريخ,"['تم', 'الاستيلاء', 'كنوز', 'كسرى', 'وفتحت', 'بقية', 'البلاد', 'عائق']"
"['استنتج', 'لماذا', 'رفض', 'الحسن', 'الرماني', 'فكرة', 'الصرفة']",الدين,"['سليمان', 'الخطابي', 'فرفض', 'فكرة', 'الصرفة', 'كتابه', 'بيان', 'إعجاز', 'القرآن', 'ورفض', 'تكون', 'أخبار', 'المستقبل', 'وجوه', 'الإعجاز', 'واعتبر', 'التأثير', 'النفسي', 'للقرآن', 'النفوس', 'مظهرا', 'مظاهر', 'الإعجاز', 'ووافقه', 'رأيه', 'بكر', 'الباقلاني', 'كتابه', 'إعجاز', 'القرآن', 'تفرد', 'بلاغة', 'القرآن', 'وتميز', 'أسلوبه']"
"['استنتج', 'النتيجة', 'المتوقعة', 'للتغيرات', 'المناخية', 'النظم', 'البيئية']",الصحة,"['النتيجة', 'المتوقعة', 'للتغيرات', 'المناخية', 'النظم', 'البيئية', 'تشمل', 'ارتفاع', 'درجات', 'ذوبان', 'وتهديد', 'التنوع', 'البيولوجي']"
"['استنتج', 'القاعدة', 'العامة', 'لسلسلة', 'فيبوناتشي', 'عندما', 'n', 'يكون', 'أكبر', 'F', 'n', 'F', 'F', 'F', '1', 'F', '2', '1']",التعليم,"['القاعدة', 'العامة', 'لسلسلة', 'فيبوناتشي', 'رقم', 'السلسلة', 'مجموع', 'الرقمين', 'السابقين', 'له']"
"['استنتج', 'العلاقة', 'الكتلة', 'والتسارع', 'استنادا', 'القانون', 'الثاني', 'لنيوتن', 'ينص', 'F', 'ma']",التعليم,"['ينص', 'القانون', 'الثاني', 'لنيوتن', 'القوة', 'تساوي', 'الكتلة', 'مضروبة', 'التسارع', 'يعني', 'الكتلة', 'والتسارع', 'مرتبطان', 'بطريقة', 'مباشرة', 'القوة']"
"['استنتج', 'يمكن', 'يحدث', 'استمر', 'الاحترار', 'العالمي', 'بالارتفاع']",البيئة والطاقة,"['استمر', 'الاحترار', 'العالمي', 'يؤدي', 'ذوبان', 'الجليد', 'وارتفاع', 'مستويات', 'يهدد', 'المدن', 'الساحلية']"
"['استنتج', 'العواقب', 'المحتملة', 'لارتفاع', 'مستوى', 'البحار', 'بسبب', 'التغير', 'المناخي']",البيئة والطاقة,"['ارتفاع', 'مستوى', 'البحار', 'يؤدي', 'فيضانات', 'تهدد', 'المدن', 'الساحلية', 'وتؤثر', 'حياة', 'الملايين', 'البشر']"
"['استنتج', 'سيحدث', 'توقفت', 'الأمطار', 'منطقة', 'زراعية', 'لعدة', 'سنوات']",البيئة والطاقة,"['توقفت', 'الأمطار', 'منطقة', 'زراعية', 'لعدة', 'فقد', 'يؤدي', 'جفاف', 'الأراضي', 'وفشل', 'سيؤدي', 'نقص', 'الغذاء', 'والهجرة', 'الجماعية']"
"['استنتج', 'تأثير', 'زيادة', 'استخدام', 'السيارات', 'الكهربائية', 'البيئة']",البيئة والطاقة,"['زيادة', 'استخدام', 'السيارات', 'الكهربائية', 'يمكن', 'يقلل', 'انبعاثات', 'الكربون', 'ويحسن', 'جودة', 'الهواء', 'المدن']"
"['استنتج', 'تأثير', 'الانقراض', 'الجماعي', 'التنوع', 'البيولوجي']",البيئة والطاقة,"['الانقراض', 'الجماعي', 'يمكن', 'يؤدي', 'فقدان', 'العديد', 'الأنواع', 'الحيوانية', 'يؤثر', 'سلبا', 'توازن', 'النظام', 'البيئي']"
"['استنتج', 'يمكن', 'يحدث', 'استمرت', 'معدلات', 'البطالة', 'الارتفاع']",الاقتصاد والعمل,"['استمرت', 'معدلات', 'البطالة', 'فقد', 'يؤدي', 'تزايد', 'وزيادة', 'التوترات', 'وانخفاض', 'النمو', 'الاقتصادي']"
"['استنتج', 'التأثير', 'المحتمل', 'لنمو', 'التجارة', 'الإلكترونية', 'المتاجر', 'التقليدية']",الاقتصاد والعمل,"['نمو', 'التجارة', 'الإلكترونية', 'يؤدي', 'تقليل', 'إقبال', 'الناس', 'المتاجر', 'يتسبب', 'إغلاق', 'بعضها', 'وزيادة', 'الحاجة', 'تكييف', 'المتاجر', 'التكنولوجيا', 'الرقمية']"
"['استنتج', 'التأثير', 'المحتمل', 'لزيادة', 'استخدام', 'السيارات', 'الكهربائية', 'استهلاك', 'الوقود', 'الأحفوري']",البيئة والطاقة,"['زيادة', 'استخدام', 'السيارات', 'الكهربائية', 'يؤدي', 'تقليل', 'استهلاك', 'الوقود', 'يساهم', 'تقليل', 'انبعاثات', 'الكربون', 'وحماية', 'البيئة']"
"['استنتج', 'التأثير', 'المحتمل', 'لارتفاع', 'درجة', 'حرارة', 'الأرض', 'التنوع', 'البيولوجي']",البيئة والطاقة,"['ارتفاع', 'درجة', 'حرارة', 'الأرض', 'يؤدي', 'انقراض', 'الأنواع', 'وتغير', 'مواطن', 'العديد', 'الكائنات', 'الحية']"
"['استنتج', 'يؤثر', 'الاحتباس', 'الحراري', 'مستويات', 'البحار']",البيئة والطاقة,"['الاحتباس', 'الحراري', 'يؤدي', 'ذوبان', 'الجليد', 'وزيادة', 'مستويات', 'البحار', 'يتسبب', 'الفيضانات']"
"['استنتج', 'تأثيرات', 'التغير', 'المناخي', 'الزراعة']",البيئة والطاقة,"['التغير', 'المناخي', 'يؤثر', 'الزراعة', 'خلال', 'تغييرات', 'درجات', 'الحرارة', 'وأنماط', 'يؤدي', 'تأثيرات', 'سلبية', 'الإنتاجية', 'الزراعية']"
"['استنتج', 'يؤثر', 'التلوث', 'الضوئي', 'الكائنات', 'الحية']",البيئة والطاقة,"['التلوث', 'الضوئي', 'يؤثر', 'سلبا', 'الكائنات', 'الحية', 'خلال', 'تعطيل', 'الأنماط', 'الطبيعية', 'للنوم', 'والبحث', 'الغذاء']"
"['استنتج', 'يمكن', 'تؤثر', 'تغييرات', 'المناخ', 'النظم', 'البيئية', 'البحرية']",البيئة والطاقة,"['تغييرات', 'المناخ', 'يمكن', 'تؤدي', 'تدهور', 'الشعاب', 'تغييرات', 'توزيع', 'الأنواع', 'وارتفاع', 'مستويات', 'الحموضة', 'المحيطات']"
"['استنتج', 'يؤثر', 'التوسع', 'العمراني', 'الحياة', 'البرية']",البيئة والطاقة,"['التوسع', 'العمراني', 'يؤدي', 'تقليل', 'المواطن', 'الطبيعية', 'للحياة', 'ويزيد', 'التداخل', 'البشر', 'يهدد', 'بقاء', 'العديد', 'الأنواع']"
"['استنتج', 'يمكن', 'للتكنولوجيا', 'تحسن', 'الرعاية', 'الصحية']",الصحة,"['التكنولوجيا', 'يمكن', 'تحسن', 'الرعاية', 'الصحية', 'خلال', 'تعزيز', 'تحسين', 'الوصول', 'وتقليل', 'الأخطاء', 'الطبية']"
"['استنتج', 'أثر', 'التعليم', 'التنمية', 'الاقتصادية']",التعليم,"['التعليم', 'يعزز', 'التنمية', 'الاقتصادية', 'خلال', 'زيادة', 'إنتاجية', 'تحسين', 'مستوى', 'وتعزيز', 'الابتكار']"
"['اعرب', 'كلمة', 'الدرس', 'الجملة', 'التالية', 'المعلم', 'يشرح', 'الدرس']",التعليم,"['الدرس', 'مفعول', 'منصوب', 'وعلامة', 'نصبه', 'الفتحة', 'الظاهرة']"
"['اعرب', 'الجملة', 'الآتية', 'أنا', 'أقرأ', 'كتابا', 'ممتعا']",التعليم,"['أنا', 'ضمير', 'منفصل', 'محل', 'رفع', 'مبتدأ', 'أقرأ', 'فعل', 'مضارع', 'مرفوع', 'وعلامة', 'رفعه', 'الضمة', 'والفاعل', 'ضمير', 'مستتر', 'تقديره', 'أنا', 'كتابا', 'مفعول', 'منصوب', 'وعلامة', 'نصبه', 'الفتحة', 'الظاهرة', 'ممتعا', 'نعت', 'منصوب', 'وعلامة', 'نصبه', 'الفتحة', 'الظاهرة']"
